Year,Date.Sampled,Plot.Type,Plot,Tree_#,Quarter,Fork,Species,DBH,Unusual,Status,Crown.Class,Tree.Cond,HWA.Index,EAB.Index,BBD.Index,Foliage.Cond_1,Total.Foliage%_1,Foliage.Cond%_1,Foliage.Cond_2,Total.Foliage%_2,Foliage.Cond%_2,Foliage.Cond_3,Total.Foliage%_3,Foliage.Cond%_3,Decay.Index,Notes
2018,8/2/2018,Burn,18,3,B,N,Red maple,11.6,N,AS,Intermediate,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,3,B,N,Red maple,11.5,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,4,B,N,Red maple,41.6,N,AS,Dominant,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,4,B,N,Chestnut oak,42.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,5,C,N,Chestnut oak,11.2,N,AS,Intermediate,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,5,C,N,Chestnut oak,11.1,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,6,D,N,Red oak,13.8,N,DS,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,6,D,N,Black oak,12.2,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,7,D,N,Red oak,16.3,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,7,D,N,Black oak,17.5,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,1,A,N,Eastern hemlock,15.0,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,1,A,N,Eastern hemlock,13.4,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,2,A,N,Eastern hemlock,24.4,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,Leaf loss,50-90,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,2,A,N,Eastern hemlock,24.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,3,A,N,Red maple,23.2,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2022,7/22/2022,Random,19,3,A,N,Red maple,23.5,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2018,8/10/2018,Random,19,4,A,N,Unknown sp.,38.8,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,4,A,N,Unknown hardwood sp.,43.0,N,DF,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,5,A,N,Shagbark hickory,11.8,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,5,A,N,Shagbark hickory,13.2,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,6,A,A,Slippery elm,14.5,N,DS,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,6,A,A,Red maple,28.0,N,AB,Intermediate,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,7,A,A,Red maple,27.8,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,7,A,A,Red maple,25.0,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,8,A,N,Red maple,23.6,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,8,A,N,Red maple,14.2,N,DS,NA,NA,NA,NA,NA,Holes,50-90,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,9,B,N,White ash,22.3,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,9,B,NA,White ash,NA,NA,NL,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,10,B,N,Red maple,29.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,10,B,N,Red maple,30.5,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,11,C,N,Shagbark hickory,17.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,11,C,NA,Shagbark hickory,NA,NA,NL,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,12,C,N,Tulip poplar,46.3,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,12,C,NA,Tulip poplar,NA,NA,NL,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,13,C,N,Shagbark hickory,31.7,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,13,C,N,Shagbark hickory,31.6,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,14,D,N,Eastern hemlock,25.0,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,14,D,NA,Eastern hemlock,NA,NA,NL,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,15,D,N,Shagbark hickory,43.8,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,15,D,N,Shagbark hickory,44.5,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,16,D,N,Red oak,18.8,N,AL,Co-dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,16,D,N,Red oak,23.0,Y,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/10/2018,Random,19,17,D,N,Red maple,33.2,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,17,D,N,Red maple,44.0,Y,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,19,18,NA,N,Shagbark hickory,11.5,N,RS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,1,A,N,Red cedar,18.5,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,1,A,N,Red cedar,18.3,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,2,A,N,Red cedar,20.3,N,DS,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,2,A,N,Red cedar,20.0,N,DS,NA,NA,NA,NA,NA,Leaf loss,50-90,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,3,B,N,Slippery elm,11.9,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,3,B,N,Slippery elm,12.6,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,4,B,N,Red oak,52.0,N,AS,Dominant,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,4,B,N,Black oak,54.3,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,5,B,N,Red oak,51.6,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,5,B,N,Black oak,54.0,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,6,C,N,Red maple,14.7,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,6,C,N,Red maple,15.5,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,7,C,N,Red cedar,13.1,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,7,C,N,Red cedar,13.0,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2018,8/14/2018,Random,20,8,C,N,Red cedar,34.0,Y,AS,Co-dominant,Large dead branches,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,8,C,N,Red cedar,34.5,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,9,D,N,Red cedar,30.5,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,9,D,N,Red cedar,30.4,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,10,D,N,Red maple,12.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,10,D,N,Red maple,13.5,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,8/14/2018,Random,20,11,D,N,Red cedar,20.9,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,50-90,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,Bark is peeling off/Big scar
2022,7/25/2022,Random,20,11,D,N,Red cedar,20.9,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/14/2018,Random,20,12,D,N,Red cedar,12.8,Y,DL,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,12,D,N,Red cedar,NA,N,NL,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/25/2022,Random,20,13,NA,N,Red maple,10.1,N,RS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/25/2022,Random,20,14,NA,N,Slippery elm,10.5,N,RS,Intermediate,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,1,A,N,Red oak,34.7,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/27/2022,Random,21,1,A,N,Black oak,37.8,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,2,A,N,Eastern hemlock,17.5,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,2,A,N,Eastern hemlock,17.9,N,AS,Intermediate,HWA/EHS,4,NA,NA,Leaf loss,90-100,NA,Chlorosis,1-10,90-100,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,3,A,N,White ash,33.2,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/27/2022,Random,21,3,A,N,White ash,33.0,N,DS,NA,NA,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,4,A,N,Sugar maple,12.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,4,A,N,Sugar maple,13.0,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,Dead spongy moth
2018,8/15/2018,Random,21,5,B,N,Eastern hemlock,31.4,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/27/2022,Random,21,5,B,N,Eastern hemlock,31.0,N,AS,Intermediate,HWA/EHS,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,6,B,N,Yellow birch,32.0,N,AS,Dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/27/2022,Random,21,6,B,N,Yellow birch,33.1,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,7,B,N,Eastern hemlock,18.3,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,90-100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,7,B,N,Eastern hemlock,19.3,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,8/15/2018,Random,21,8,B,N,Shagbark hickory,10.2,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,8,B,N,Shagbark hickory,10.3,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,9,B,N,Shagbark hickory,15.7,N,AS,Co-dominant,Healthy,3,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,9,B,N,Shagbark hickory,16.1,N,AS,Gap exploiter ,Healthy,NA,NA,NA,Holes,50-90,50-90,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,10,C,N,Red oak,40.5,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,10,C,N,Red oak,43.7,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,11,C,N,Red maple,10.5,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,11,C,N,Red maple,10.7,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,12,D,N,Sugar maple,10.8,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,12,D,N,Sugar maple,11.5,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,13,D,N,Tulip poplar,26.1,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,13,D,N,Tulip poplar,28.3,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2018,8/15/2018,Random,21,14,D,N,Sugar maple,10.7,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,14,D,N,Sugar maple,11.5,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,21,15,NA,N,Red maple,33.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,Leaf loss,1-10,NA,Necrosis,1-10,10-50,NA,NA
2018,8/21/2018,Random,22,1,D,N,Red maple,11.9,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CWD/Lying 
2022,7/21/2022,Random,22,1,NA,N,Red maple,12.4,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2018,8/21/2018,Random,22,2,D,N,Red oak,26.4,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,50-90,10-50,Small leaves,1-10,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,2,NA,N,Red oak,27.4,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,3,D,N,Slippery elm,13.3,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
2022,7/21/2022,Random,22,3,NA,N,Slippery elm,13.5,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2018,8/21/2018,Random,22,4,D,N,Red maple,14.8,Y,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/21/2022,Random,22,4,NA,N,Red maple,15.0,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,5,D,N,Red maple,24.8,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,5,NA,N,Red maple,25.2,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,90-100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,6,D,N,Pin oak,24.7,N,AS,Dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CWD/Lying on ground
2022,7/21/2022,Random,22,6,NA,N,Red oak,24.2,N,AS,Intermediate,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,7,A,N,Pin oak,42.8,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,7,NA,N,Red oak,43.8,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,8,A,N,Pin oak,13.2,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,8,NA,N,Red oak,13.0,N,AS,Intermediate,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2018,8/21/2018,Random,22,9,A,A,Red maple,57.7,Y,AS,Dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/21/2022,Random,22,9,NA,N,Red maple,61.2,Y,AS,Co-dominant,Large dead branches/Spongy moth,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,10,A,A,Red maple,16.7,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/21/2022,Random,22,10,NA,N,Red maple,16.5,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,11,B,N,Slippery elm,18.4,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CWD/Lying on ground
2022,7/21/2022,Random,22,11,NA,N,Slippery elm,17.9,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,12,B,N,Pin oak,24.5,N,AS,Dominant,Healthy,NA,NA,2,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,12,NA,N,Red oak,26.7,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2018,8/21/2018,Random,22,13,B,N,Pin oak,26.9,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,90-100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,13,NA,N,Red oak,27.8,N,AS,Co-dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,14,B,N,Slippery elm,13.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,14,NA,N,Slippery elm,13.2,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,15,C,N,Slippery elm,15.3,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,50-90,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,15,NA,N,Slippery elm,15.0,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,16,C,N,Red maple,10.2,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,16,NA,N,Red maple,11.1,N,RS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,17,C,N,White ash,20.6,N,DS,NA,NA,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,17,NA,N,White ash,19.8,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,18,C,N,Snag,10.1,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Missing/Fallen/CWD
2022,7/21/2022,Random,22,18,NA,NA,Snag,NA,NA,NL,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/21/2018,Random,22,19,C,N,Red maple,12.8,N,AS,Co-dominant,Healthy,4,NA,NA,Holes,10-50,10-50,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2022,7/21/2022,Random,22,19,NA,N,Red maple,12.8,N,RS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,1,A,N,Sugar maple,23.3,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,1,NA,N,Sugar maple,23.2,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,2,A,N,Black walnut,33.5,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,2,NA,N,Black walnut,37.0,N,DF,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,3,B,N,White pine,37.8,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,3,NA,N,White pine,37.5,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,4,C,N,Red oak,75.1,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,4,NA,N,Red oak,75.5,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,5,C,N,White pine,45.5,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
